id,respondido_en,2_edad,3_sexo,4_alcaldia_de_residencia,5_colonia_de_residencia,6_cual_es_tu_medio_de_transporte_mas_comun,7_estas_de_acuerdo_en_que_se_realice_la_ampliacion_de_la_linea_3_del_metrobus,8_si_respondiste_si_que_recomendaciones_harias_para_minimizar_las_afectaciones,9_si_respondiste_parcialmente_cuales_son_las_consideraciones_que_deberian_tomarse_en_cuenta_para_que,10_si_respondiste_no_queremos_conocer_tus_argumentos,11_te_beneficia_la_ampliacion_de_la_linea_3_del_metrobus
1124,2019-11-11T03:46:37+00:00,54.0,M,Benito Juárez,Santa cruz Atoyac,"A pie, Transporte público, Vehículo particular",No,,,"Existen ya otros medios de transporte en la zona.
La circulación de gente en transporte público no es alta ennla zona para considerar ampliar la ruta al pueblo de xoco y/o Coyoacán.
Son vehículos que afectarían mucho a la zona habitacional que está sobre avenida cuahutemoc con una gran contaminación del diésel con el que operan.
Dificultan la circulación de otros vehículos de transporte público como lo son taxis, camiones y otros como los que van a metro Ermita.
Dividen la avenida y al hacerla de doble sentido se vuelve más peligrosa.
Está avenida se construyó con camellón y palmeras, hace más de 40 años se convirtió en eje vial, hoy quieren hacerla como Tlalpan. Mejor hagan sus obras frente a su casa.
Llevamos más de dos años rodeados de demoliciones por el terremoto.
Junto a mi vivienda están construyendo un edificio de ocho pisos, ya estamos artos de tantas molestias por contrucciones y obras.
El metrobus solamente metería gente a esta zona, que no tiene nada que hacer aqui.
Están empeorando en esta administración los sistemas de transporte en esta zona, por ejemplo quitaron el paradero de autobuses del metro Zapata y ahora los autobuses recorren las calles secundarias de la colonia.
Eliminaron carriles en el eje 8 sur y en el 1 poniente Gabriel Mancera, generando absurdamente tráfico, sin importar el medio de transporte que se utilice.
LOS HABITANTES DE LA ZONA NO NECESITAMOS Y NO QUEREMOS MWTROBUS FRENTE A NUESTRAS CASAS.",No
1125,2019-11-11T03:45:45+00:00,32.0,M,Benito Juárez,SANTA CRUZ ATOYAC,A pie,No,,,"El Metrobus es innecesario- tanto Santa Cruz como Xoco tenemos metro a la mano para desplazarnos al centro en la misma ruta: Coyoacán-Zapata-Etiopía. En cambio, sobre Av. Cuauhtémoc tenemos rutas a Coyoacán y a CU que ya están truncado hasta Etiopía por el Metrobús (ante llegaban hasta Centro Médico, por ejemplo). El acceso al oriente del Av. Cuauhtémoc para Santa Cruz es difícil por el mercado y el contraflujo- quitar un carril sería impedir el acceso (ya de por sí todos los domingos nos ""secuestran"" con el paseo ciclista). No hay condiciones físicas para hacer un retorno operativo a la altura del Hospital de Xoco sin perjudicar (más) a los vecinos de General Anaya o Xoco. Si no lo prolongaron hasta Coyoacán es porque piensan que en Benito Juárez nos vamos a dejar ¡pues no!",No
1126,2019-11-11T02:23:56+00:00,59.0,F,Benito Juárez,Santa Cruz Atoyac,Vehículo particular,No,,,"Va haber muchísimo tráfico, más de lo que hoy en día hay. El metrobus va a complicar la circulación. La Secretaría de Agricultura está sobre Av. Cuauhtemoc y en ocasiones hay manifestaciones cerrando varias calles de Av. Cuauhtemoc.
Los vecinos de las colonias cercanas a la Av.Cuauhtemoc NO queremos el metrobus",No
1127,2019-11-11T01:24:36+00:00,53.0,M,Benito Juárez,Letrán Valle,Vehículo particular,Parcialmente,,"a) No utilizar carriles centrales que quiten demasiado espacio y generen demasiado tráfico, utilizar los carriles a los extremos (confinados) para el transporte público.
b) Si es posible, utilizar unidades eléctricas en lugar de autobuses de combustión interna",,No
1128,2019-11-11T01:20:27+00:00,36.0,M,Benito Juárez,Letran valle,"A pie, Transporte público",Sí,Ser muy estrictos con que nadie se estacione sobre la avenida.,,,Sí
1129,2019-11-11T01:19:40+00:00,37.0,M,Benito Juárez,tlacoquemecatl del valle,A pie,Sí,cruces peatonales a nivel de calle seguros para usuarios de metrobús y vecinos,,,Sí
1130,2019-11-11T00:26:05+00:00,38.0,Prefiero no decir,Benito Juárez,Narvarte Oriente,"A pie, Transporte público",No,,,"Provoca ruido y contaminación (por el tráfico generado) y peligrosidad, además involucra un gasto altísimo y tala de árboles. Mejor deberían mejorar el metro, o poner trolebus, que no contamina, sin ""estaciones"" que generan aglomeraciones, vendedores y más robos. Las paradas en las aceras significarían un gran ahorro de presupuesto que puede ser usado para mejoras prioritarias, la infraestructura básica para eso ya existe. También evitaría concentraciones de personas y autos, e inhibiría que los autos se estacionen sobre el eje como pasa actualmente. 

La rutas actuales y número de usuarios que las usamos en dirección a coyoacán son más que suficientes.",No
1131,2019-11-11T15:16:33+00:00,39.0,F,Benito Juárez,Santa Cruz Atoyac,Transporte público,Sí,Reducir el tiempo de construcción e información sobre los cambios viales visible y oportuna,,,Sí
1132,2019-11-11T15:05:54+00:00,44.0,F,Benito Juárez,Narvarte,Transporte público,No,,,"Es absolutamente innecesario el metrobus en esta avenida. Con el metro y los autobuses que circulan sobre Cuauhtemoc, así como en las avenidas y calles cercanas se puede ir sin problema a cualquier parte de la ciudad. Los 4 miembros de mi familia nos movemos a diario en transporte público a muy distintos destinos y lo hacemos sin problema.",No
1133,2019-11-10T19:46:34+00:00,24.0,M,Benito Juárez,Xoco,Bicicleta,Sí,,,,Sí
1134,2019-11-10T19:11:01+00:00,28.0,M,Benito Juárez,Portales sur,Transporte público,Sí,"Hagan más líneas de metro usa se necesitan; integren con modos de transporte existentes, hagan espacios para el peatón y ciclista.",,,Sí
1135,2019-11-10T18:08:17+00:00,60.0,M,Benito Juárez,General Anaya,Vehículo particular,Sí,"Cuidar las afectaciones a los accesos a las unidades habitacionales.
Cuidar los flujos vehiculares que usamos los residentes para desplazarnos a los lugares frecuentes. Plazas, mercados, etc.",,,Sí
1136,2019-11-11T15:49:44+00:00,64.0,F,Benito Juárez,Narvarte Poniente,Vehículo particular,Sí,"La información de las calles que cerrarán, los horarios en los que trabajarán.
Que nos apoyen con oficiales en las horas pico para indicar las alternativas de tránsito, principalmente en Eje 5 y Eje 6.
Supervisar las líneas de autobuses que circulan en esos dos ejes, ya que hacen ""base"" y se complicará con las obras.
Mantenernos informados de los avances.",,,Sí
1137,2019-11-11T01:55:42+00:00,58.0,M,Benito Juárez,XOCO,Transporte público,No,,,"Entorpecerá el flujo de una de las pocas vías rápidas que existen en la ciudad. (Cuahutemoc/Av México). Además de complicar, el ya conflictivo acceso al pueblo de Xoco. Imagine, el tráfico que se hará cuando Mitika entre en operación más lo conflictivo del metro bus. Los habitantes de Mitika no necesita ni requieren transporte público. No al Metrobus.",No
1138,2019-11-11T01:44:56+00:00,59.0,F,Benito Juárez,Narvarte,Transporte público,Sí,Cambiar el sentido de alguna calle paralela para desahogar el tráfico de Cuauhtémoc,,,Sí
1139,2019-11-10T16:38:35+00:00,32.0,Prefiero no decir,Benito Juárez,Xoco,"A pie, Transporte público",Sí,Hacer el metro bus como reforma para que no haya complejidad en la construcción,,,Sí
1140,2019-11-10T16:16:40+00:00,37.0,F,Benito Juárez,Narvarte poniente,Vehículo particular,No,,,"Ruido y caos vehicular durante la construcción
Ruido durante las madrugadas cuando esté en operación 
Cancelación de vueltas a la izquierda sobre Cuauhtémoc. Mayor recorrido vehicular para poder llegar al domicilio 
Comercio ambulante   que se genera en las estaciones",No
1141,2019-11-10T15:01:28+00:00,39.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"En av mexico coyoacan ya hay dos carriles confinados y los usan de estacionamiento. Si amplian el metrrobus solo crearán mas tráfico en el tramo entre eje 8 y churubusco si ademas haran la vuelta de los metrobuses. Seria mejor un trolebus que aproveche los confinados y además no contamine. Con la ampliación solo habría mas tráfico, más caos y más contaminación.",No
1142,2019-11-10T04:39:57+00:00,52.0,F,Benito Juárez,Santa Cruz Atoyac,"A pie, Transporte público, Vehículo particular",No,,,"Creo q no es necesario ya que se encuentra la línea 3 y 12 de metro, así también contamos con camiones, trolebús y peseros. Solo traería mas tráfico y caos en las calles como Miguel Laurel, San Lorenzo, Pilares, Zapata, Municipio Libre en todas las calles que cruzan Cuauhtemoc.",No
1143,2019-11-10T03:44:55+00:00,29.0,Prefiero no decir,Benito Juárez,SAN JUAN,"A pie, Bicicleta, Transporte público",No,,,NO ES NECESARIO,No
1144,2019-11-10T03:15:08+00:00,22.0,Prefiero no decir,Benito Juárez,XOCO,"A pie, Transporte público",No,,,"PORQUE GENERARÍA MAS TRÁFICO DE AUTOS Y MÁS CONTAMINACIÓN. PORQUE NO SE NECESITA, MEJOR INVIERTAN EN MEJORAS AL METRO O SEGURIDAD",No
1145,2019-11-10T02:14:15+00:00,28.0,M,Benito Juárez,San Pedro de los Pinos,Transporte público,Sí,"Regular mejor el tráfico sobre Cuauhtémoc, ya que los automóviles que no respetan los señalamientos o se detienen en el eje entorpecen la circulación. Despejar el carril de contraflujo y el carril de transporte público debería ser prioridad, especialmente cerca de la Delegación Benito Juárez. También mejorar el servicio del transporte que utiliza la avenida actualmente.",,,Sí
1146,2019-11-10T01:16:15+00:00,37.0,F,Benito Juárez,General Anaya,Vehículo particular,No,,,"Existen 3 estaciones de metro muy cercanas, Zapata, Coyoacán, Eje Central y Parque de los Venados, es zona habitaciónal, porque no existe aforo de individuos adicionales que los que habitamos la zona, cuya densidad demográfica es menor, existen ejes de vialidad ya cubierto y la linea de camiones que cruza por Cuauhtémoc a partir de eje 5 hasta Circuito Bicentenario es prácticamente nula.",No
1147,2019-11-09T23:32:18+00:00,18.0,Prefiero no decir,Benito Juárez,XOCO,"A pie, Transporte público, Vehículo particular",No,,,NO HACE FALTA. MEJOR INVIERTAN EN MEJORAS AL METRO Y MAS VIGILANCIA,No
1148,2019-11-09T23:17:54+00:00,56.0,M,Benito Juárez,Narvarte,Transporte público,No,,,"El tramo propuesto, está perfectamente cubierto por el metro y las unidades de transporte colectivo actuales, las cuales incluso suspenden servicio los fines de semana y muy temprano por las tardes entre semana por la falta de pasaje. El dinero destinado a esta obra debería canalizarse a comprar más unidades en las rutas ya existentes del MB porque las actuales son insuficientes. Además el tráfico, sin duda empeoraría al disminuir carriles de la avenida.",No
1149,2019-11-09T23:08:31+00:00,49.0,Prefiero no decir,Benito Juárez,XOCO,"A pie, Bicicleta, Transporte público",No,,,"NO ES NECESARIO, USO DIARIO EL CAMIÓN DE CONTRAFLUJO Y ES SUFICIENTE, NO ESTA SATURADO.
EL EJE CUAUHTEMOC ES UNA VIA DE CIRCULACIÓN QUE AYUDA A DESPEJAR EL TRÁFICO DE VIAS ALEDAÑAS, CON EL METROBUS SE REDUCIRÁ Y SÓLO PROVOCARÁ MAS TRÁFICO Y CONTAMINACIÓN DE LOS AUTOS.
POR EL HOSPITAL XOCO NO HAY LUGAR PARA EL RETORNO DEL METROBUS Y EN REALIDAD NADIE DE LAS PERSONAS QUE VIVIMOS AQUI PIDIO ESTE PROYECTO.
POR LAS ENTRADAS A LA CINETECA, EDIFICIOS DE 17 NIVELES, EL PANTEÓN, LABORATORIO, 1 DEPORTIVO,UNA INSTITUCIÓN DE GOBIERNO, EL AUDITORIO ROBERTO CANTORAL SERIA UNA LOCURA REDUCIR LOS CARRILLES DEL EJE CUAUHTEMOC EN ESE LUGAR Y EN REALIDAD DESDE PARQUE DELTA NO ES NECESARIO HACERLO.
TRABAJO CERCA DE PARQUE DELTA Y DIARIO UTILIZO ESE EJE, POR FAVOR NO LO REDUZCAN, YA TIENEN LOS CARRILES DE CONTRAFLUJO, MEJOR HAGAN UN BUEN PROYECTO PARA BICICLETAS U OTRA OPCIÓN. 
TENGO 49 AÑOS Y CUANDO HE USADO BICI LOS VEHICULOS NO SIEMPRE RESPETAN, SI EXISTIERA UN CARRIL CON SEGURIDAD, MUCHOS LO UTILIZARIAMOS.",No
1150,2019-11-09T22:33:03+00:00,51.0,M,Benito Juárez,Narvarte,"Taxi, Vehículo particular",No,,,"Ya se tiene un buen transporte en el área de la ruta. Metro, autobuses, incluso espacio para usar bicicletas",No
1151,2019-11-09T22:24:19+00:00,36.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"Es una avenida con mucha afluencia por las mañanas y tarde, agregar el servicio hará que la salida a Churubusco sea caótica.
Adicional, en mi caso, sería muy difícil no poder cruzar avenida México Coyoacán (viniendo desde palomar) y así no dar una vuelta  hasta universidad o viceversa ya que también el tráfico por las mañanas o tardes es horrible.",No
1152,2019-11-10T00:50:52+00:00,49.0,F,Benito Juárez,General Anaya,Vehículo particular,No,,,"En esta zona hay mucho transporte público que funciona, no se necesita más, Cuauhtémoc es la avenida principal para salir del tráfico que se hace desde Xola Justo por el metrobús. Además que es la entrada al hospital Xoco que es importante tener despejada. Cuauhtémoc  cruza Municipio Libre donde regularmente hacen cierres los campesinos, se interrumpiría El servicio y más caos para los autos.
Inviertan los recursos en metro pero hacia Santa Fe que es donde hace mucha falta! No acaben con las pocas vías primarias eficientes que quedan.",No
1153,2019-11-10T00:48:50+00:00,67.0,M,Benito Juárez,Del Valle,"A pie, Bicicleta",No,,,"El transporte que existe actualmente en esa zona es más que suficiente. Tenemos metro, camiones y peseros",No
1154,2019-11-09T21:31:41+00:00,45.0,F,Benito Juárez,Xoco,Vehículo particular,Sí,,,,Sí
1155,2019-11-09T21:15:20+00:00,51.0,M,Benito Juárez,General Anaya,"Bicicleta, Transporte público, Vehículo particular",No,,,"- No resuelve movilidad, al terminar en Xoco no tendrá conectividad con otros medios de transporte masivos en la terminal.
- El metrobús traerá mayor contaminación ambiental y acústica a la zona.
- Al reducir los carriles, no habrá espacio seguro para bicicletas, además, el reglamento de tránsito prohíbe la circulación de bicicleta en el carril del Metrobús.
- Aumentarán los tiempos de traslado por la reducción de carrriles.
- El metrobús genera problemas de basura, ambulantaje, inseguridad y delincuencia, se generará un nuevo problema en la terminal de Xoco, al no conectar con nada, se generarán ahora terminales de peseros.
- El proyecto destrozará uno de los últimos ejes viales que quedan en la ciudad.
- El anuncio de la ampliación se realizó sin consulta ciudadana.
- Las colonias por donde transitaría el MB tienen riesgo alto de sismicidad de acuerdo al atlas de riesgos.
- El MB ocupa demasiado espacio al estar al centro, como se puede ver en el tramo Chapultepec-Etiopia, los automóviles ahora ocupan calles aledañas para poder circular.",No
1156,2019-11-09T20:55:55+00:00,49.0,M,Benito Juárez,Letrán Valle,Vehículo particular,Sí,Colocar señalizaciones adecuadas y de preferencia trabajar por las noches.,Que por ningún motivo se permita la presencia de Comercio Ambulante a lo largo de las estaciones del Metrobus,,Sí
1157,2019-11-09T22:27:56+00:00,42.0,M,Benito Juárez,General anaya,Transporte público,No,,,"La via no es la adecuada
Impacto en la zona
No hay demanda de transporte de ese tamaño en la zona",No
1158,2019-11-09T15:08:21+00:00,25.0,M,Benito Juárez,Tlacoquemecatl,Bicicleta,Sí,,,,Sí
1159,2019-11-09T14:52:45+00:00,60.0,M,Benito Juárez,General Anaya,Transporte público,No,,,"Ya existe el Metro y solo haría más tráfico en la zona por tanto edificio nuevos y vehículos contaminando más, mejor pongan el trolebús por el carril derecho.",No
1160,2019-11-09T14:21:48+00:00,47.0,M,Benito Juárez,Santa Cruz atoyac,Vehículo particular,No,,,"La línea 3 del metro es muy basta y suficiente para trasladarse a los puntos donde se pretende establecer esta línea de metro bus, es totalmente infructuoso tener dos medios de transporte sobre la misma vía, además, sabemos que los índices de de partículas en el aire de la CDMX son muy altos, el desplazamiento de los autos so re Av. Cuauhtémoc sería lento provocando, así, que la quema de combustible sea más prolongada y por lo tanto, más I dice de particulas",No
1161,2019-11-09T12:27:43+00:00,30.0,M,Benito Juárez,Napoles,Transporte público,Sí,"Incentivar más el menor uso de autos, zonas de la ciudad donde esté prohibido y asegurarnos que siempre viaje más de un persona en carriles de alta velocidad.",,,Sí
1162,2019-11-09T21:21:03+00:00,48.0,M,Benito Juárez,Xoco,"A pie, Transporte público, Vehículo particular",Sí,,,,Sí
1163,2019-11-09T11:34:20+00:00,48.0,M,Benito Juárez,NARVARTE PONIENTE,Vehículo particular,No,,,"AFECTA A LAS FAMILIAS QUE SE MOVILIZAN DIARIAMENTE EN ESTAS COLONIAS PARA ATENDER ASUNTOS ESCOLARES DE SUS HIJOS, TAMBIEN A CADA RATO CIERRAN AVENIDA CUAUHTEMOC POR MANIFESTACIONES EN LAS OFICINAS EN LA CALLE DE PARROQUIA. POR ULTIMO EL TRAFICO ES MUY INTENSO CASI TODO EL DIA Y CON LA REDUCCION DE CARRILES SE COMPLICARA MUCHO MAS COMO YA SE COMPLICA EN EL TRAMO DE LA AVENIDA CUAUHTEMOC DONDE YA OPRA EL METROBUS",No
1164,2019-11-09T05:11:43+00:00,33.0,F,Benito Juárez,Narvarte,Transporte público,Sí,,,,Sí
1165,2019-11-09T01:57:15+00:00,32.0,M,Benito Juárez,Narvarte,Transporte público,No,,,"El tránsito es inmenso en av cuauhtémoc, existe una ruta de camiones que corren sobre av cuauhtémoc y no tiene demanda",No
1166,2019-11-09T17:18:05+00:00,53.0,M,Benito Juárez,Del valle,Transporte público,No,,,Cuauhtémoc es un cuello de botella se disminuirían al menos 2 carriles complicando tráfico; acceso a Coyoacán se complicaría; no hace falta en esta nueva sección planeada el uso de transporte público no es necesario,No
1167,2019-11-09T15:40:32+00:00,64.0,M,Benito Juárez,XOCO,Vehículo particular,Parcialmente,,Utilizar los carriles confinados y usar trolebús,,Sí
1168,2019-11-09T15:19:07+00:00,37.0,M,Benito Juárez,Xoco,Vehículo particular,No,,,"Creo que sería mejor no impactar con una obra tan grande la zona ya que ya es un área con construcciones privadas que han impactado en el tráfico, por lo que de quitar los carriles para el metrobús lo que sucederá es que siempre estará congestionado y se hará un embudo en av. mexico",No
1169,2019-11-08T22:02:30+00:00,24.0,M,Benito Juárez,Xoco,"A pie, Bicicleta, Transporte público",No,,,"Porque generará afectaciones viales en avenida Cuauhtémoc, causando congestionamientos y problemas en la circulación de la avenida.",Sí
1170,2019-11-09T18:20:19+00:00,32.0,M,Benito Juárez,Letrán Valle,"A pie, Bicicleta, Transporte público, Vehículo particular",No,,,El metrobus pasa por arriba del metro. No hay gran afluencia de Etiopía a Zapata.,No
1171,2019-11-08T21:08:38+00:00,53.0,M,Benito Juárez,NARVARTE,Transporte público,Sí,FORTALECER RUTAS PROVISIONALES ALTERNAS DE TRANSPORTE PUBLICO,,,Sí
1172,2019-11-08T21:07:42+00:00,24.0,M,Benito Juárez,Del Valle,"A pie, Transporte público",Sí,,,,Sí
1173,2019-11-08T20:58:52+00:00,28.0,F,Benito Juárez,Letrán Valle,Transporte público,Sí,que traten de evitar complicar la vialidad con los automóviles y que no se prohiban las vueltas por donde pase el metrobus.,,,Sí
1174,2019-11-08T20:56:53+00:00,41.0,M,Benito Juárez,Del Valle,"A pie, Transporte público",Sí,"Que se realizarán los trabajos en horas laborales no pico y no por la noche para no afectar el descanso de las personas, se pueden hacer también en domingo que no hay tanto tráfico",,,Sí
1175,2019-11-08T23:45:14+00:00,33.0,F,Benito Juárez,Xoco,Transporte público,Sí,"Estoy a favor de que se realicé la ampliación  pero en avenida angostas podrían colocar las estaciones parecidas a las que están en el centro histórico de la Cdmx. Para que no haya afectación con los automovilista. Lo considero así aunque no debería. Porque las personas que tienen auto son las más invasivas: 
- Estorban en banquetas.
- Se estacionan en donde se les da su gana.
- Generan más conflictos.
- No siempre respetan al peatón;
 
Sin embargo, no está de más considerarlo.",,,Sí
1176,2019-11-08T23:27:26+00:00,40.0,M,Benito Juárez,Xoco,Transporte público,Sí,Comunicación efectiva de las vialidades cerradas o afectadas. Proporcionar protección al peatón en las obras que afecten su tránsito.,,,Sí
1177,2019-11-08T23:16:31+00:00,31.0,M,Benito Juárez,Vertiz Narvarte,"A pie, Transporte público",Sí,Difundir las vías alternas para que la gente que transite en auto tenga alternativas para llegar a su destino.,,,Sí
1178,2019-11-08T23:11:43+00:00,22.0,M,Benito Juárez,Xoco,"A pie, Transporte público",Sí,Planear bien el retorno antes de empezar la construcción,,,Sí
1179,2019-11-08T22:43:04+00:00,32.0,M,Benito Juárez,Narvarte Oriente,Bicicleta,Sí,Hacer una ciclovía paralela,,,Sí
1180,2019-11-08T19:45:58+00:00,39.0,F,Benito Juárez,Letrán Valle,"A pie, Bicicleta, Transporte público",Sí,"Trabajo de noche, que reforesten las zonas e incluso aumenten las áreas verdes para disminuir contaminación durante la contaminación y su funcionamiento. Buena iluminación, poner información sobre la línea en toda la zona. Z",,,Sí
1181,2019-11-08T19:37:37+00:00,38.0,F,Benito Juárez,ACAIAS,"A pie, Transporte público, Taxi",Sí,rápida construcción,,,Sí
1182,2019-11-08T19:22:13+00:00,50.0,M,Benito Juárez,NARVARTE,Transporte público,No,,,"La línea 3 del metro corre exactamente en esa dirección, no es necesario duplicar transporte y el tráfico que genera la reducción de carriles produce más contaminación.",No
1183,2019-11-09T00:54:21+00:00,30.0,M,Benito Juárez,Napoles,"A pie, Bicicleta, Transporte público",Sí,,,,Sí
1184,2019-11-08T20:40:40+00:00,48.0,F,Benito Juárez,Villa de Cortés,"A pie, Bicicleta, Transporte público, Vehículo particular",No,,,"Las paradas de Metrobús quitan visibilidad y hemos visto los constantes accidentes del Metrobús en Eje 4 Sur e Insurgentes. Sin embargo, estoy a favor del transporte público, por lo que sugiero utilizar autobuses híbridos. Es decir, de Tenayuca a Etiopía podrá ser de combustión a diesel y al llegar a Etiopía convertirse en eléctrico y circular por laterales para dar también espacio a los ciclistas.",No
1185,2019-11-08T19:07:25+00:00,36.0,M,Benito Juárez,Portales,"A pie, Transporte público, Taxi",Sí,Que no haya carril de contraflujo para privados. Así ellos van a poder dar vuelta a la izquierda y tener más  carriles hacia el sur.,,,Sí
1186,2019-11-08T19:04:20+00:00,25.0,M,Benito Juárez,Independencia,Bicicleta,Sí,"Quitar los coches que siempre ocupan un carril para estacionarse sobre Av Cuauhtemoc o sobre la banqueta a o largo de esta avenida, igual que en División del Norte",,,Sí
1187,2019-11-08T18:06:58+00:00,52.0,F,Benito Juárez,Portales sur,Transporte público,Sí,Hacer la obra lo más rápido posible,,,Sí
1188,2019-11-08T18:06:21+00:00,43.0,M,Benito Juárez,Col. Gral. Pedro María Anaya,"Transporte público, Vehículo particular",No,,,"Primero reducen excesivamente los carriles, lo cual ocaciona mucho más tráfico, segunda se forzá a los vehículos a entrar a las colonias para poder cruzar la avenida ya que esta prohibido dar vuelta a la izquierda, tercero los camiones que se usan también contaminan lo cual aunado al tráfico que esto ocaciona vamos a tener mucho más contaminación en la zona...
Estoy a favor de la gente que sugiere un transporte ecológico como el metrobus así como acondicionar los carriles laterales de la avenida para dicho medio y evitar quitar 4 carriles de los 5 que tienen... 
Ya que el metrobus quita 3 y si se suma, como pasa en el resto de avenida Cuauhtémoc, los vehículos que se estacionan en la lateral más el carril que se tiene que dejar para el acceso de ambulancia al hospital Xoco, prácticamente nos quedamos con 1 solo carril... 
En los tramos donde existe el metrobus ya sea en auto particular o en taxi el tiempo de recorrido aumenta en 250 % lo que ocaciona un gran problema para la zona...",No
1189,2019-11-08T18:05:08+00:00,47.0,M,Benito Juárez,Narvarte,"A pie, Bicicleta, Transporte público, Vehículo particular",No,,,"Esta comprobado por el tramo de actual que llega a Etiopia que se incrementa el trafico vehicular y aumenta los tiempos de traslados , contaminación y accidentes.
Es muy poco lógico hacer una infraestructura nueva cuando tienes una existente como es el metro y que en los últimos años ha perdido su nivel de servicio por falta de inversion.
Se crea y fomenta el comercio informal ya que el flujo de gente sera muy atractivo para que se incrementen estos comerciantes in formales y se aumenten las mafias que ya existen.
Adicional al problema de los vecinos por la entrada a sus hogares.
No es nada viable, es preferible que inviertan en el metro y sus trenes.",No
1190,2019-11-08T18:01:20+00:00,48.0,M,Benito Juárez,NAPOLES,Transporte público,Sí,,,,Sí
1191,2019-11-08T17:54:43+00:00,48.0,M,Benito Juárez,Santa Cruz Atoyac,"A pie, Transporte público, Vehículo particular",Parcialmente,,"Es importante asegurar que los cruces para peatones y ciclistas queden bien delimitados y estén bien iluminados y vigilados, de tal manera que no se ponga en riesgo la integridad y las vidas de los transeúntes. Por otro lado, debe garantizarse la incorporación rápida y eficiente de vehículos a las vías que crucen la ruta del metrobús; se debe evitar desvíos innecesarios u obstrucciones que alteren las rutas acostumbradas de los vehículos o que afecten el tránsito de las colonias, ya que ello ocasionaría problemas de saturación y pérdida de tiempo para los conductores. Finalmente, el metrobús NO debe circular por calles de uso residencial, ya que ello afectaría la tranquilidad de los vecinos.",,Sí
1192,2019-11-08T17:46:55+00:00,37.0,F,Benito Juárez,San Simón Ticumac,Vehículo particular,Sí,"Que lanobra se termine en tiempo y forma, hacer lo que hacían en época de Uruchurtu, multar al responsable de la obra por cada día de retraso, intentar hacer lo más pesado y que deje menos carriles en las noches, será más caro económicamente pero súper beneficioso para el medio ambiente.",,,No
1193,2019-11-08T17:43:14+00:00,38.0,M,Benito Juárez,Narvarte poniente,Transporte público,Parcialmente,,,"Vivo en Cuauhtémoc y eje seis la contaminación por el ruido de los aviones y las ambulancias ya es bastante 

Con el metro ya tendremos mas contaminación por ruido ya que tocan el claxon cada que llegan a la estación",No
1194,2019-11-08T17:06:05+00:00,26.0,F,Benito Juárez,San José Insurgentes,Transporte público,Sí,Tratar de evitar la tala de árboles.,,,Sí
1195,2019-11-08T16:58:13+00:00,63.0,F,Benito Juárez,San Pedro de los pinos,Vehículo particular,Sí,,,,No
1196,2019-11-08T16:57:53+00:00,42.0,M,Benito Juárez,Portales norte,"A pie, Transporte público, Vehículo particular",Sí,Construir en tramos y verificar la continua labor de construcción.   Evitar cierres innecesarios y días sin trabajo de construccion.,,,Sí
1197,2019-11-08T16:51:10+00:00,28.0,M,Benito Juárez,Postal,"A pie, Bicicleta, Transporte público",Sí,"No hay afectaciones considerables. Se debe dejar de usar el coche, y reduciendo los carriles, a favor de transporte público, es una forma de forzar que se use menos el coche.",,,Sí
1198,2019-11-08T18:42:45+00:00,50.0,Prefiero no decir,Benito Juárez,Narvarte,"A pie, Transporte público, Vehículo particular",Sí,No tardarse en la construcción,,,Sí
1199,2019-11-08T18:37:30+00:00,37.0,M,Benito Juárez,Santa Cruz Atoyac,Vehículo particular,No,,,"Son de las copas vialidades que quedan con espacio para poder circular, en temporadas de invierno, es imposible poder circular y con el metrobus, seria un caos, esas zonas están sufriendo por la cantidad de monstruos de departamentos que están construyendo por lo que produce mayor reducción de circulación",No
1200,2019-11-08T18:37:11+00:00,39.0,F,Benito Juárez,Santa cruz atoyac,"Bicicleta, Transporte público",No,,,"No se requiere este transporte en la zona, ya que contamos con las 2 estaciones del metro, además generaría más congestionamiento vial, contaminación, ambulantaje, etc.",No
1201,2019-11-08T16:45:28+00:00,54.0,M,Benito Juárez,Narvarte Oriente,Transporte público,Sí,Usar elementos técnicos constructivos de vanguardia y en horarios que no afecten la vialidad,,,Sí
1202,2019-11-08T16:12:06+00:00,46.0,M,Benito Juárez,Portales,Transporte público,Sí,Mejores pasos peatonales,,,Sí
1203,2019-11-08T16:08:53+00:00,25.0,M,Benito Juárez,Nápoles,Bicicleta,Sí,"Creo que las ""afectaciones"" las generan los autos particulares que utilizan los carriles de la izquierda y derecha para estacionarse, así como las banquetas. La ampliación es necesaria porque la L3 del metro tiene mucha afluencia y la ampliación del MB ayudaría a desahogar el sistema de transporte público.",,,Sí
1204,2019-11-08T16:02:08+00:00,38.0,F,Benito Juárez,PUEBLO DE XOCO,A pie,No,,,"SATURARÍAN LA AV CUAHUTEMOC, REDUCIENDO CARRILES Y EN LA ZONA SI HAY MEDIOS DE TRASPORTE, YA SE CUENTA CON INFRAESTRUCTURA DE TROLEBÚS QUE SE PUEDE REHABILITAR, HAY UN CARRIL CONTRASENTIDO DE AV. CUAHUTEMOC.

METAN MAS VAGONES DEL METRO PARA QUE NO TENGAN LA SATURACION DE LA LINEA 3. 

NOOOOOOO a la ampliación de la Línea 3 del Metrobús",No
